Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Business participant;E-Mail Vote Deadline Warning;E-mail;"Business participant;Vote Deadline Warning";Business participant E-Mail Vote Deadline Warning;;Business participant E-Mail Vote Deadline Warning;
Seller;Develop proposal;Develop;"Seller;proposal";Seller Develop proposal;Develops;proposal;Seller
Software developer;Provide feedback for 2nd level support;Provide;"Software developer;feedback for 2nd level support";Software developer Provide feedback for 2nd level support;Provides;developer|feedback for 2nd level support;Software
Clerk;Assign carrier;Assign;"Clerk;carrier";Clerk Assign carrier;Assigns;Clerk|carrier;
Developer;Verify bug;Verify;"Developer;bug";Developer Verify bug;;bug;Developer Verify
Bank;Assess risk;Assess;"Bank;risk";Bank Assess risk;;risk;Bank Assess
1st level support;Edit 1st level ticket;Edit;"1st level support;1st level|ticket";1st level support Edit 1st level ticket;;1st level support|1st level ticket;Edit
Travel Agent;Propose Booking Status;Propose;"Travel Agent;Booking Status";Travel Agent Propose Booking Status;;Travel;Agent Propose Booking Status
Nobel Committee Medicine;Hold Nobel Price Ceremony;Hold;"Nobel Committee Medicine;Nobel Price Ceremony";Nobel Committee Medicine Hold Nobel Price Ceremony;Holds;;Nobel Committee Medicine|Nobel Price Ceremony
Warehouse;Ship Goods;Ship;"Warehouse;Goods";Warehouse Ship Goods;;;Warehouse Ship Goods
Trouble Ticket System;edit 1st level ticket;Edit;"Trouble Ticket System;edit 1st level ticket";Trouble Ticket System edit 1st level ticket;edits;Trouble|1st level ticket;Ticket System
Trouble Ticket System;Edit account manager;Edit;"Trouble Ticket System;Edit account manager";Trouble Ticket System Edit account manager;;Trouble|account manager;Ticket System Edit
Customer;Confirm Interest;Confirm;"Customer;Interest";Customer Confirm Interest;Confirms;Customer|Interest;
Hardware Retailer;Decide if normal post or special shipment;Decide;"Hardware Retailer;normal post|special shipment";Hardware Retailer Decide if normal post or special shipment;;Hardware Retailer|normal post|special shipment;
No Magic;Publish Seminar Description in Website;Publish;"No Magic;Seminar Description in Website";No Magic Publish Seminar Description in Website;;Description;Magic Publish Seminar|Website
Vacation Request Approval Process;Mark vacation in Calendar;Mark;"Vacation Request Approval Process;vacation in Calendar";Vacation Request Approval Process Mark vacation in Calendar;Processes;Vacation|vacation in Calendar;Request Approval|Mark
User;report bug;report;"User;bug";User report bug;;User report bug;
Customer;Place Order;Place;"Customer;Order";Customer Place Order;;Customer;Place Order
Marketing Manager;Publish Seminar Description in Website;Publish;"Marketing Manager;Seminar Description in Website";Marketing Manager Publish Seminar Description in Website;;Description;Marketing Manager Publish Seminar|Website
Customer;Select Travel;Select;"Customer;Travel";Customer Select Travel;;Customer;Select Travel
Trouble Ticket System;Add to backlog;Add to;"Trouble Ticket System;backlog";Trouble Ticket System Add to backlog;Adds to;Trouble|backlog;Ticket System
Administrator;Notify user;Notify;"Administrator;user";Administrator Notify user;;user;Administrator Notify
1st level support;Edit account manager;Edit;"1st level support;account manager";1st level support Edit account manager;;1st level support|account manager;Edit
Librarian;Register Reservation;Register;"Librarian;Reservation";Librarian Register Reservation;;Librarian;Register Reservation
1st Level Support Agent;Classify ticket;Classify;"1st Level Support Agent;ticket";1st Level Support Agent Classify ticket;;Support|ticket;Level|Agent Classify
Business participant;Send Results Via E-Mail;Send;"Business participant;Results Via E-Mail";Business participant Send Results Via E-Mail;Sends;Business participant|Results;Via E-Mail
Business participant;Request Hold;Request;"Business participant;Hold";Business participant Request Hold;Holds;Business participant;Request
Technician;Receive Notification;Receive;"Technician;Notification";Technician Receive Notification;Receives;Technician|Notification;
Risk Analyst;Assess risks;Assess;"Risk Analyst;risks";Risk Analyst Assess risks;;Risk|risks;Analyst Assess
Car House;Select Car;Select;"Car House;Car";Car House Select Car;;;Car House Select Car
No Magic;Welcome Participants;Welcome;"No Magic;Participants";No Magic Welcome Participants;Welcomes;Participants;Magic
Seller;Change the terms of the offer;Change;"Seller;terms of the offer";Seller Change the terms of the offer;;terms of the offer;Seller Change
Business participant;Get Book Status;Get;"Business participant;Book Status";Business participant Get Book Status;Gets Book;Business participant;Status
No Magic;Evaluate Participants Number;Evaluate;"No Magic;Participants Number";No Magic Evaluate Participants Number;;Participants Number;Magic Evaluate
Manager;Approve Order;Approve;"Manager;Order";Manager Approve Order;;;Manager Approve Order
Business participant;Reply On Loan;Reply on;"Business participant;Loan";Business participant Reply On Loan;;Business participant;Reply|Loan
Cab Driver;Pickup Customer;Pickup;"Cab Driver;Customer";Cab Driver Pickup Customer;;Driver|Customer;Cab|Pickup
Business participant;Send Registered Warning Letter;Send;"Business participant;Registered Warning Letter";Business participant Send Registered Warning Letter;Sends;Business participant;Registered Warning Letter
Support Department;Work Offline;Work;"Support Department;Offline";Support Department Work Offline;;Support;Department Work Offline
Organization;Initiate File;Initiate;"Organization;File";Organization Initiate File;;;Organization Initiate File
Nobel Committee Medicine;Select Preliminary Candidates;Select;"Nobel Committee Medicine;Preliminary Candidates";Nobel Committee Medicine Select Preliminary Candidates;;Preliminary Candidates;Nobel Committee Medicine Select
Nobel Assembly;Announce Nobel Prize Laureates;Announce;"Nobel Assembly;Nobel Prize Laureates";Nobel Assembly Announce Nobel Prize Laureates;;;Nobel Assembly Announce Nobel Prize Laureates
Pizza Customer;Eat the pizza;Eat;"Pizza Customer;pizza";Pizza Customer Eat the pizza;Eats;Customer|pizza;Pizza
Firm;Reject Application;Reject;"Firm;Application";Firm Reject Application;Rejects;Firm|Application;
Candidate;Review Offer;Review;"Candidate;Offer";Candidate Review Offer;;Candidate Review Offer;
Trouble Ticket System;Send Mail to Account Manager;Send;"Trouble Ticket System;Mail to Account Manager";Trouble Ticket System Send Mail to Account Manager;Sends;Trouble;Ticket System|Mail|Account Manager
Business participant;Receive Issue List;Receive;"Business participant;Issue List";Business participant Receive Issue List;;Business participant|List;Receive Issue
Warehouse Worker;Package goods;Package;"Warehouse Worker;Goods";Warehouse Worker Package goods;;goods;Warehouse Worker Package
Business participant;Process Payment;Process;"Business participant;Payment";Business participant Process Payment;Processes;Business participant|Payment;
No Magic;Register Participant;Register;"No Magic;Participant";No Magic Register Participant;;;Magic Register Participant
Hardware Retailer;Request quotes from carriers;Request;"Hardware Retailer;quotes from carriers";Hardware Retailer Request quotes from carriers;;Hardware Retailer Request|carriers;
1st Level Support Agent;Handle 1st level issue;Handle;"1st Level Support Agent;1st level issue";1st Level Support Agent Handle 1st level issue;Handles;Support|1st level issue;Level|Agent
No Magic;Give talk;Give;"No Magic;talk";No Magic Give talk;Gives;talk;Magic
Online Shop;Suggest Change;Suggest;"Online Shop;Change";Online Shop Suggest Change;;;Online Shop Suggest Change
Recruiter;Schedule Interview;Schedule;"Recruiter;Interview";Recruiter Schedule Interview;Schedules;Interview;Recruiter
Car House;Show Reservation;Show;"Car House;Reservation";Car House Show Reservation;;;Car House Show Reservation
pizza chef;Bake the pizza;Bake;"pizza chef;pizza";pizza chef Bake the pizza;Bakes;pizza chef|pizza;
Administrative Department;Bill;Bill;"Administrative Department;nan";Administrative Department Bill;;;Administrative Department Bill
Hardware Retailer;Fill a Post label;Fill;"Hardware Retailer;Post label";Hardware Retailer Fill a Post label;Fills;Hardware Retailer|Post label;
1st level support;Open Ticket;Open;"1st level support;ticket";1st level support Open Ticket;Opens;1st level support|Ticket;
System Communication;Store in Marketing System Client 100;Store in;"System Communication;Marketing System Client 100";System Communication Store in Marketing System Client 100;;;System Communication Store|Marketing System Client
Nobel Committee Medicine;Send Nomination Form;Send;"Nobel Committee Medicine;Nomination Form";Nobel Committee Medicine Send Nomination Form;Sends;Form;Nobel Committee Medicine|Nomination
Business participant;Moderate Conference Call Discussion;Moderate;"Business participant;Conference Call Discussion";Business participant Moderate Conference Call Discussion;Calls;Business participant Moderate Conference|Discussion;
Technician;Work Offline;Work;"Technician;Offline";Technician Work Offline;;Technician Work;Offline
Hardware Retailer;Add paperwork;Add;"Hardware Retailer;paperwork";Hardware Retailer Add paperwork;Adds;Hardware Retailer|paperwork;
2nd level support;Edit 2nd level ticket;Edit;"2nd level support;Edit 2nd level ticket";2nd level support Edit 2nd level ticket;;2nd level support|2nd level ticket;Edit
Marketing Manager;Collect Questionnaries;Collect;"Marketing Manager;Questionnaries";Marketing Manager Collect Questionnaries;;;Marketing Manager Collect Questionnaries
Reader;Return Item;Return;"Reader;Item";Reader Return Item;;Return Item;Reader
Trouble Ticket System;Edit 2nd level ticket;Edit;"Trouble Ticket System;2nd Level Ticket";Trouble Ticket System Edit 2nd level ticket;;Trouble|2nd level ticket;Ticket System Edit
Marketing Manager;Make Internal Seminar Anoucement;Make;"Marketing Manager;Seminar";Marketing Manager Make Internal Seminar Anoucement;;;Marketing Manager Make Internal Seminar Anoucement
Business participant;Register Order in Manufacturing System;Register;"Business participant;Order in Manufacturing System";Business participant Register Order in Manufacturing System;;Business participant;Register Order|Manufacturing System
Aqua Distilled Water Company;Verify Customer Identity;Verify;"Aqua Distilled Water Company;Customer Identity";Aqua Distilled Water Company Verify Customer Identity;;Customer Identity;Aqua Distilled Water Company Verify
2nd level support;Add to backlog;Add to;"2nd level support;backlog";2nd level support Add to backlog;Adds to;2nd level support|backlog;
Seminar Coordinator;Make Internal Seminar Anoucement;Make;"Seminar Coordinator;Seminar";Seminar Coordinator Make Internal Seminar Anoucement;;;Seminar Coordinator Make Internal Seminar Anoucement
Nobel Committee Medicine;Submit Report with Recommendations;Submit;"Nobel Committee Medicine;Report with Recommendations";Nobel Committee Medicine Submit Report with Recommendations;;;Nobel Committee Medicine Submit Report|Recommendations
Reservation;Submit Car Reservation;Submit;"Reservation;Car Reservation";Reservation Submit Car Reservation;;Reservation;Submit Car Reservation
Nobel Committee Medicine;Send list of Selected Preliminary Candidates;Send;"Nobel Committee Medicine;list of Preliminary Candidates";Nobel Committee Medicine Send list of Selected Preliminary Candidates;Sends;list|Preliminary Candidates;Nobel Committee Medicine|Selected
2nd level support;edit 2nd level ticket;edit;"2nd level support;2nd level|ticket";2nd level support edit 2nd level ticket;edits;2nd level support|2nd level ticket;
Nominator;Identify Potential Nominee(s);Identify;"Nominator;Potential Nominee";Nominator Identify Potential Nominee(s);;Potential Nominee|s;Nominator Identify
Travel Agent;Get Alternative Time;Get;"Travel Agent;Alternative Time";Travel Agent Get Alternative Time;Gets;Travel|Alternative Time;Agent
Organization;Check Solvency;Check;"Organization;Solvency";Organization Check Solvency;Checks;Solvency;Organization
Order Process;Enter Order;Enter;"Order Process;Order";Order Process Enter Order;Processes Enter;Order;Order
Employee;Update Vacation Request;Update;"Employee;Vacation Request";Employee Update Vacation Request;;Vacation Request;Employee Update
Organization;Bill;Bill;"Organization;nan";Organization Bill;;;Organization Bill
Trouble Ticket System;Insert issue into product backlog;Insert;"Trouble Ticket System;issue into product|backlog";Trouble Ticket System Insert issue into product backlog;;Trouble|issue into product backlog;Ticket System Insert
Organization;Book Travel;Book;"Organization;Travel";Organization Book Travel;;;Organization Book Travel
Candidate;Fill out Employment Froms;Fill out;"Candidate;Employment Froms";Candidate Fill out Employment Froms;Fills out;Candidate;Employment Froms
Customer;Request Booking;Request;"Customer;Booking";Customer Request Booking;;Customer Request Booking;
Trouble Ticket System;edit 2nd level ticket;edit;"Trouble Ticket System;Edit 2nd level ticket";Trouble Ticket System edit 2nd level ticket;edits;Trouble|2nd level ticket;Ticket System
Business participant;Moderate E-mail Discussion;Moderate;"Business participant;E-mail Discussion";Business participant Moderate E-mail Discussion;;Business participant Moderate E-mail Discussion;
Developer;Notify administrator;Notify;"Developer;administrator";Developer Notify administrator;;administrator;Developer Notify
Trouble Ticket System;Send mail to account manager;Send;"Trouble Ticket System;Mail to Account Manager";Trouble Ticket System Send mail to account manager;Sends|accounts;Trouble|mail|manager;Ticket System
Sales Department;Prepare contract;Prepare;"Sales Department;contract";Sales Department Prepare contract;Prepares;Sales|contract;Department
Seminar Speaker;Give talk;Give;"Seminar Speaker;talk";Seminar Speaker Give talk;Gives;Seminar|talk;Speaker
Aqua Distilled Water Company;Deliver Water;Deliver;"Aqua Distilled Water Company;Water";Aqua Distilled Water Company Deliver Water;Delivers;Water;Aqua Distilled Water Company
Firm;Review Application;Review;"Firm;Application";Firm Review Application;;Firm Review Application;
Logistic Department Worker;Deliver Water;Deliver;"Logistic Department Worker;Water";Logistic Department Worker Deliver Water;Delivers;Water;Logistic Department Worker
No Magic;Arrange Facilities and Meals;Arrange;"No Magic;Facilities|Meals";No Magic Arrange Facilities and Meals;;Meals;Magic Arrange Facilities
Travel Agent;Check Availability;Check;"Travel Agent;Availability";Travel Agent Check Availability;Checks;Travel|Availability;Agent
Business participant;Reduce Number of Voting Members and Recalculate Votes;Reduce;"Business participant;Number of Voting Members|Recalculate Votes";Business participant Reduce Number of Voting Members and Recalculate Votes;Reduces;Business participant|Number;Voting Members|Recalculate Votes
Bank;Send quote;Send;"Bank;quote";Bank Send quote;Sends;quote;Bank
Administrator;Install new version;Install;"Administrator;new version";Administrator Install new version;;new version;Administrator Install
Clerk;Decide if normal post or special shipment;Decide;"Clerk;normal post|special shipment";Clerk Decide if normal post or special shipment;Decides if;Clerk|normal post|special shipment;
Nobel Committee Medicine;Determine Need for Expert Assistance;Determine;"Nobel Committee Medicine;Need for Expert Assistance";Nobel Committee Medicine Determine Need for Expert Assistance;;;Nobel Committee Medicine Determine Need|Expert Assistance
Seller;Consider the proposal;Consider;"Seller;proposal";Seller Consider the proposal;Considers;proposal;Seller
No Magic;Send Invitations to Customers;Send;"No Magic;Invitations to Customers";No Magic Send Invitations to Customers;Sends;Invitations to Customers;Magic
Sales Representative;Suggest Change;Suggest;"Sales Representative;Change";Sales Representative Suggest Change;;Sales;Representative Suggest Change
Front Desk;Review & Escalate;Escalate;"Front Desk;Review";Front Desk Review & Escalate;;Front Desk;Review|Escalate
Clerk;Check if extra insurance is necessary;Check;"Clerk;extra insurance";Clerk Check if extra insurance is necessary;Checks if;Clerk|extra insurance;
System Communication;Store in Statistical System;Store in;"System Communication;Statistical System";System Communication Store in Statistical System;;;System Communication Store|Statistical System
CRM;Get Client Information;Get;"CRM;Client Information";CRM Get Client Information;Gets;;CRM|Client Information
Support Department;Receive Notification;Receive;"Support Department;Notification";Support Department Receive Notification;;Support|Notification;Department Receive
Vacation Request Approval Process;Approve Vacation Request;Approve;"Vacation Request Approval Process;Vacation Request";Vacation Request Approval Process Approve Vacation Request;Processes Approve;Vacation|Vacation Request;Request Approval
Marketing Manager;Welcome Participants;Welcome;"Marketing Manager;Participants";Marketing Manager Welcome Participants;Welcomes;Participants;Marketing Manager
2nd level support;edit 2nd level ticket;Edit;"2nd level support;2nd Level Ticket";2nd level support edit 2nd level ticket;edits;2nd level support|2nd level ticket;
