Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Trouble Ticket System;Edit account manager;Edit;"Trouble Ticket System;Edit account manager";Trouble Ticket System Edit account manager;;trouble ticket system edit account manager;
Customer;Confirm Interest;Confirm;"Customer;Interest";Customer Confirm Interest;confirms;customer|interest;
Hardware Retailer;Decide if normal post or special shipment;Decide;"Hardware Retailer;normal post|special shipment";Hardware Retailer Decide if normal post or special shipment;decides;hardware retailer|normal post|special shipment;
No Magic;Publish Seminar Description in Website;Publish;"No Magic;Seminar Description in Website";No Magic Publish Seminar Description in Website;publishes;magic|seminar description in website;
Vacation Request Approval Process;Mark vacation in Calendar;Mark;"Vacation Request Approval Process;vacation in Calendar";Vacation Request Approval Process Mark vacation in Calendar;;vacation request approval process mark vacation in calendar;
User;report bug;report;"User;bug";User report bug;;user report bug;
Customer;Place Order;Place;"Customer;Order";Customer Place Order;;customer place order;
Marketing Manager;Publish Seminar Description in Website;Publish;"Marketing Manager;Seminar Description in Website";Marketing Manager Publish Seminar Description in Website;publishes;marketing manager|seminar description in website;
Customer;Select Travel;Select;"Customer;Travel";Customer Select Travel;selects;customer|travel;
Trouble Ticket System;Add to backlog;Add to;"Trouble Ticket System;backlog";Trouble Ticket System Add to backlog;adds to;trouble ticket system|backlog;
Administrator;Notify user;Notify;"Administrator;user";Administrator Notify user;notifies;administrator|user;
1st level support;Edit account manager;Edit;"1st level support;account manager";1st level support Edit account manager;;1st level support edit account manager;
Librarian;Register Reservation;Register;"Librarian;Reservation";Librarian Register Reservation;;librarian register reservation;
1st Level Support Agent;Classify ticket;Classify;"1st Level Support Agent;ticket";1st Level Support Agent Classify ticket;;1st level support agent classify ticket;
Business participant;Send Results Via E-Mail;Send;"Business participant;Results Via E-Mail";Business participant Send Results Via E-Mail;sends;business participant|results via e|mail;
Business participant;Request Hold;Request;"Business participant;Hold";Business participant Request Hold;;business participant request hold;
Technician;Receive Notification;Receive;"Technician;Notification";Technician Receive Notification;receives;technician|notification;
Risk Analyst;Assess risks;Assess;"Risk Analyst;risks";Risk Analyst Assess risks;assesses;risk analyst|risks;
Car House;Select Car;Select;"Car House;Car";Car House Select Car;selects;car house|car;
No Magic;Welcome Participants;Welcome;"No Magic;Participants";No Magic Welcome Participants;;magic welcome participants;
Seller;Change the terms of the offer;Change;"Seller;terms of the offer";Seller Change the terms of the offer;changes;seller|terms of the offer;
Business participant;Get Book Status;Get;"Business participant;Book Status";Business participant Get Book Status;gets;business participant|book status;
No Magic;Evaluate Participants Number;Evaluate;"No Magic;Participants Number";No Magic Evaluate Participants Number;evaluates;magic|participants number;
Manager;Approve Order;Approve;"Manager;Order";Manager Approve Order;approves;manager|order;
Business participant;Reply On Loan;Reply on;"Business participant;Loan";Business participant Reply On Loan;replies on;business participant|loan;
Cab Driver;Pickup Customer;Pickup;"Cab Driver;Customer";Cab Driver Pickup Customer;;cab driver pickup customer;
Business participant;Send Registered Warning Letter;Send;"Business participant;Registered Warning Letter";Business participant Send Registered Warning Letter;sends registered;business participant|warning letter;
Support Department;Work Offline;Work;"Support Department;Offline";Support Department Work Offline;works;support department;
Organization;Initiate File;Initiate;"Organization;File";Organization Initiate File;initiates;organization|file;
Nobel Committee Medicine;Select Preliminary Candidates;Select;"Nobel Committee Medicine;Preliminary Candidates";Nobel Committee Medicine Select Preliminary Candidates;selects;nobel committee medicine|preliminary candidates;
Nobel Assembly;Announce Nobel Prize Laureates;Announce;"Nobel Assembly;Nobel Prize Laureates";Nobel Assembly Announce Nobel Prize Laureates;announces;nobel assembly|nobel prize laureates;
Pizza Customer;Eat the pizza;Eat;"Pizza Customer;pizza";Pizza Customer Eat the pizza;eats;pizza customer|pizza;
Firm;Reject Application;Reject;"Firm;Application";Firm Reject Application;rejects;application;
Candidate;Review Offer;Review;"Candidate;Offer";Candidate Review Offer;;candidate review offer;
Trouble Ticket System;Send Mail to Account Manager;Send;"Trouble Ticket System;Mail to Account Manager";Trouble Ticket System Send Mail to Account Manager;sends;trouble ticket system|mail to account manager;
Business participant;Receive Issue List;Receive;"Business participant;Issue List";Business participant Receive Issue List;receives;business participant|issue list;
Warehouse Worker;Package goods;Package;"Warehouse Worker;Goods";Warehouse Worker Package goods;;warehouse worker package goods;
Business participant;Process Payment;Process;"Business participant;Payment";Business participant Process Payment;;business participant process payment;
No Magic;Register Participant;Register;"No Magic;Participant";No Magic Register Participant;;magic register participant;
Hardware Retailer;Request quotes from carriers;Request;"Hardware Retailer;quotes from carriers";Hardware Retailer Request quotes from carriers;;hardware retailer request quotes from carriers;
1st Level Support Agent;Handle 1st level issue;Handle;"1st Level Support Agent;1st level issue";1st Level Support Agent Handle 1st level issue;handles;1st level support agent|1st level issue;
No Magic;Give talk;Give;"No Magic;talk";No Magic Give talk;gives;magic|talk;
Online Shop;Suggest Change;Suggest;"Online Shop;Change";Online Shop Suggest Change;suggests;online shop|change;
Recruiter;Schedule Interview;Schedule;"Recruiter;Interview";Recruiter Schedule Interview;;recruiter schedule interview;
Car House;Show Reservation;Show;"Car House;Reservation";Car House Show Reservation;;car house show reservation;
pizza chef;Bake the pizza;Bake;"pizza chef;pizza";pizza chef Bake the pizza;bakes;pizza chef|pizza;
Administrative Department;Bill;Bill;"Administrative Department;nan";Administrative Department Bill;;administrative department bill;
Hardware Retailer;Fill a Post label;Fill;"Hardware Retailer;Post label";Hardware Retailer Fill a Post label;fills;hardware retailer|post label;
1st level support;Open Ticket;Open;"1st level support;ticket";1st level support Open Ticket;supports;1st level|open ticket;
System Communication;Store in Marketing System Client 100;Store in;"System Communication;Marketing System Client 100";System Communication Store in Marketing System Client 100;;system communication store in marketing system client 100;
Nobel Committee Medicine;Send Nomination Form;Send;"Nobel Committee Medicine;Nomination Form";Nobel Committee Medicine Send Nomination Form;sends;nobel committee medicine|nomination form;
Business participant;Moderate Conference Call Discussion;Moderate;"Business participant;Conference Call Discussion";Business participant Moderate Conference Call Discussion;;business participant moderate conference call discussion;
Technician;Work Offline;Work;"Technician;Offline";Technician Work Offline;works;technician;
Hardware Retailer;Add paperwork;Add;"Hardware Retailer;paperwork";Hardware Retailer Add paperwork;adds;hardware retailer|paperwork;
2nd level support;Edit 2nd level ticket;Edit;"2nd level support;Edit 2nd level ticket";2nd level support Edit 2nd level ticket;;2nd level support edit 2nd level ticket;
Marketing Manager;Collect Questionnaries;Collect;"Marketing Manager;Questionnaries";Marketing Manager Collect Questionnaries;collects;marketing manager|questionnaries;
Reader;Return Item;Return;"Reader;Item";Reader Return Item;;reader return item;
Trouble Ticket System;Edit 2nd level ticket;Edit;"Trouble Ticket System;2nd Level Ticket";Trouble Ticket System Edit 2nd level ticket;edits;trouble ticket system|2nd level ticket;
Marketing Manager;Make Internal Seminar Anoucement;Make;"Marketing Manager;Seminar";Marketing Manager Make Internal Seminar Anoucement;makes;marketing manager|internal seminar anoucement;
Business participant;Register Order in Manufacturing System;Register;"Business participant;Order in Manufacturing System";Business participant Register Order in Manufacturing System;;business participant register order in manufacturing system;
Aqua Distilled Water Company;Verify Customer Identity;Verify;"Aqua Distilled Water Company;Customer Identity";Aqua Distilled Water Company Verify Customer Identity;verifies;aqua distilled water company|customer identity;
2nd level support;Add to backlog;Add to;"2nd level support;backlog";2nd level support Add to backlog;adds to;2nd level support|backlog;
Seminar Coordinator;Make Internal Seminar Anoucement;Make;"Seminar Coordinator;Seminar";Seminar Coordinator Make Internal Seminar Anoucement;makes;seminar coordinator|internal seminar anoucement;
Nobel Committee Medicine;Submit Report with Recommendations;Submit;"Nobel Committee Medicine;Report with Recommendations";Nobel Committee Medicine Submit Report with Recommendations;submits;nobel committee medicine|report with recommendations;
Reservation;Submit Car Reservation;Submit;"Reservation;Car Reservation";Reservation Submit Car Reservation;submits;reservation|car reservation;
Nobel Committee Medicine;Send list of Selected Preliminary Candidates;Send;"Nobel Committee Medicine;list of Preliminary Candidates";Nobel Committee Medicine Send list of Selected Preliminary Candidates;sends|selects;nobel committee medicine|list|preliminary candidates;
2nd level support;edit 2nd level ticket;edit;"2nd level support;2nd level|ticket";2nd level support edit 2nd level ticket;;2nd level support edit 2nd level ticket;
Nominator;Identify Potential Nominee(s);Identify;"Nominator;Potential Nominee";Nominator Identify Potential Nominee(s);identifies;nominator|potential nominee;
Travel Agent;Get Alternative Time;Get;"Travel Agent;Alternative Time";Travel Agent Get Alternative Time;gets;travel agent|alternative time;
Organization;Check Solvency;Check;"Organization;Solvency";Organization Check Solvency;checks;organization|solvency;
Order Process;Enter Order;Enter;"Order Process;Order";Order Process Enter Order;enters;order process|order;
Employee;Update Vacation Request;Update;"Employee;Vacation Request";Employee Update Vacation Request;;employee update vacation request;
Organization;Bill;Bill;"Organization;nan";Organization Bill;;organization bill;
Trouble Ticket System;Insert issue into product backlog;Insert;"Trouble Ticket System;issue into product|backlog";Trouble Ticket System Insert issue into product backlog;;trouble ticket system insert issue into product backlog;
Organization;Book Travel;Book;"Organization;Travel";Organization Book Travel;;organization book travel;
Candidate;Fill out Employment Froms;Fill out;"Candidate;Employment Froms";Candidate Fill out Employment Froms;fills out;candidate|employment froms;
Customer;Request Booking;Request;"Customer;Booking";Customer Request Booking;;customer request booking;
Trouble Ticket System;edit 2nd level ticket;edit;"Trouble Ticket System;Edit 2nd level ticket";Trouble Ticket System edit 2nd level ticket;edits;trouble ticket system|2nd level ticket;
Business participant;Moderate E-mail Discussion;Moderate;"Business participant;E-mail Discussion";Business participant Moderate E-mail Discussion;moderates;business participant|e|mail discussion;
Developer;Notify administrator;Notify;"Developer;administrator";Developer Notify administrator;notifies;developer|administrator;
Trouble Ticket System;Send mail to account manager;Send;"Trouble Ticket System;Mail to Account Manager";Trouble Ticket System Send mail to account manager;sends;trouble ticket system|mail to account manager;
Sales Department;Prepare contract;Prepare;"Sales Department;contract";Sales Department Prepare contract;prepares;sales department|contract;
Seminar Speaker;Give talk;Give;"Seminar Speaker;talk";Seminar Speaker Give talk;gives;seminar speaker|talk;
Aqua Distilled Water Company;Deliver Water;Deliver;"Aqua Distilled Water Company;Water";Aqua Distilled Water Company Deliver Water;##lleds|delivers;aqua disti|water company|water;
Firm;Review Application;Review;"Firm;Application";Firm Review Application;;firm review application;
Logistic Department Worker;Deliver Water;Deliver;"Logistic Department Worker;Water";Logistic Department Worker Deliver Water;delivers;logistic department worker|water;
No Magic;Arrange Facilities and Meals;Arrange;"No Magic;Facilities|Meals";No Magic Arrange Facilities and Meals;arranges;magic|facilities|meals;
Travel Agent;Check Availability;Check;"Travel Agent;Availability";Travel Agent Check Availability;;travel agent check availability;
Business participant;Reduce Number of Voting Members and Recalculate Votes;Reduce;"Business participant;Number of Voting Members|Recalculate Votes";Business participant Reduce Number of Voting Members and Recalculate Votes;reduces|recals|##culates;business participant|number of voting members|votes;
Bank;Send quote;Send;"Bank;quote";Bank Send quote;;bank send quote;
Administrator;Install new version;Install;"Administrator;new version";Administrator Install new version;;administrator install new version;
Clerk;Decide if normal post or special shipment;Decide;"Clerk;normal post|special shipment";Clerk Decide if normal post or special shipment;decides;clerk|normal post|special shipment;
Nobel Committee Medicine;Determine Need for Expert Assistance;Determine;"Nobel Committee Medicine;Need for Expert Assistance";Nobel Committee Medicine Determine Need for Expert Assistance;determines;nobel committee medicine|need for expert assistance;
Seller;Consider the proposal;Consider;"Seller;proposal";Seller Consider the proposal;considers;seller|proposal;
No Magic;Send Invitations to Customers;Send;"No Magic;Invitations to Customers";No Magic Send Invitations to Customers;sends;magic|invitations to customers;
Sales Representative;Suggest Change;Suggest;"Sales Representative;Change";Sales Representative Suggest Change;suggests;sales representative|change;
Front Desk;Review & Escalate;Escalate;"Front Desk;Review";Front Desk Review & Escalate;escalates;front desk review;
Clerk;Check if extra insurance is necessary;Check;"Clerk;extra insurance";Clerk Check if extra insurance is necessary;checks;clerk|extra insurance;
System Communication;Store in Statistical System;Store in;"System Communication;Statistical System";System Communication Store in Statistical System;;system communication store in statistical system;
CRM;Get Client Information;Get;"CRM;Client Information";CRM Get Client Information;gets;crm|client information;
Support Department;Receive Notification;Receive;"Support Department;Notification";Support Department Receive Notification;receives;support department|notification;
Vacation Request Approval Process;Approve Vacation Request;Approve;"Vacation Request Approval Process;Vacation Request";Vacation Request Approval Process Approve Vacation Request;approves;vacation request approval process|vacation request;
