Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Business participant;E-Mail Vote Deadline Warning;E-mail;"Business participant;Vote Deadline Warning";Business participant E-Mail Vote Deadline Warning;;Business participant E|Mail Vote Deadline Warning;
Seller;Develop proposal;Develop;"Seller;proposal";Seller Develop proposal;Develops;Seller|proposal;
Software developer;Provide feedback for 2nd level support;Provide;"Software developer;feedback for 2nd level support";Software developer Provide feedback for 2nd level support;Provides;Software developer|feedback for 2nd level support;
Clerk;Assign carrier;Assign;"Clerk;carrier";Clerk Assign carrier;Assigns;Clerk|carrier;
Developer;Verify bug;Verify;"Developer;bug";Developer Verify bug;Verifies;Developer|bug;
Bank;Assess risk;Assess;"Bank;risk";Bank Assess risk;Assesses;Bank|risk;
1st level support;Edit 1st level ticket;Edit;"1st level support;1st level|ticket";1st level support Edit 1st level ticket;supports Edit;1st level|1st level ticket;
Travel Agent;Propose Booking Status;Propose;"Travel Agent;Booking Status";Travel Agent Propose Booking Status;Proposes;Travel Agent|Booking Status;
Nobel Committee Medicine;Hold Nobel Price Ceremony;Hold;"Nobel Committee Medicine;Nobel Price Ceremony";Nobel Committee Medicine Hold Nobel Price Ceremony;Holds;Price Ceremony;Nobel Committee Medicine|Nobel
Warehouse;Ship Goods;Ship;"Warehouse;Goods";Warehouse Ship Goods;;Warehouse Ship Goods;
Trouble Ticket System;edit 1st level ticket;Edit;"Trouble Ticket System;edit 1st level ticket";Trouble Ticket System edit 1st level ticket;edits;Trouble Ticket System|1st level ticket;
Trouble Ticket System;Edit account manager;Edit;"Trouble Ticket System;Edit account manager";Trouble Ticket System Edit account manager;;Trouble Ticket System Edit account manager;
Customer;Confirm Interest;Confirm;"Customer;Interest";Customer Confirm Interest;Confirms;Customer|Interest;
Hardware Retailer;Decide if normal post or special shipment;Decide;"Hardware Retailer;normal post|special shipment";Hardware Retailer Decide if normal post or special shipment;Decides if;Hardware Retailer|normal post|special shipment;
No Magic;Publish Seminar Description in Website;Publish;"No Magic;Seminar Description in Website";No Magic Publish Seminar Description in Website;Publishes;Magic|Seminar Description in Website;
Vacation Request Approval Process;Mark vacation in Calendar;Mark;"Vacation Request Approval Process;vacation in Calendar";Vacation Request Approval Process Mark vacation in Calendar;Requests;Vacation|Approval Process Mark vacation in Calendar;
User;report bug;report;"User;bug";User report bug;reports;User|bug;
Customer;Place Order;Place;"Customer;Order";Customer Place Order;;;Customer Place Order
Marketing Manager;Publish Seminar Description in Website;Publish;"Marketing Manager;Seminar Description in Website";Marketing Manager Publish Seminar Description in Website;Publishes;Marketing Manager|Seminar Description in Website;
Customer;Select Travel;Select;"Customer;Travel";Customer Select Travel;;;Customer Select Travel
Trouble Ticket System;Add to backlog;Add to;"Trouble Ticket System;backlog";Trouble Ticket System Add to backlog;Adds to;Trouble Ticket System|backlog;
Administrator;Notify user;Notify;"Administrator;user";Administrator Notify user;Notifies;Administrator|user;
1st level support;Edit account manager;Edit;"1st level support;account manager";1st level support Edit account manager;;1st level support Edit account manager;
Librarian;Register Reservation;Register;"Librarian;Reservation";Librarian Register Reservation;;;Librarian Register Reservation
1st Level Support Agent;Classify ticket;Classify;"1st Level Support Agent;ticket";1st Level Support Agent Classify ticket;;1st Level Support Agent Classify ticket;
Business participant;Send Results Via E-Mail;Send;"Business participant;Results Via E-Mail";Business participant Send Results Via E-Mail;Sends;Business participant|Results Via E;Mail
Business participant;Request Hold;Request;"Business participant;Hold";Business participant Request Hold;;Business participant Request Hold;
Technician;Receive Notification;Receive;"Technician;Notification";Technician Receive Notification;Receives;Technician|Notification;
Risk Analyst;Assess risks;Assess;"Risk Analyst;risks";Risk Analyst Assess risks;Assesses;Risk Analyst|risks;
Car House;Select Car;Select;"Car House;Car";Car House Select Car;;;Car House Select Car
No Magic;Welcome Participants;Welcome;"No Magic;Participants";No Magic Welcome Participants;;Magic Welcome Participants;
Seller;Change the terms of the offer;Change;"Seller;terms of the offer";Seller Change the terms of the offer;Changes;Seller|terms of the offer;
Business participant;Get Book Status;Get;"Business participant;Book Status";Business participant Get Book Status;Gets;Business participant|Book Status;
No Magic;Evaluate Participants Number;Evaluate;"No Magic;Participants Number";No Magic Evaluate Participants Number;Evaluates;Magic|Participants Number;
Manager;Approve Order;Approve;"Manager;Order";Manager Approve Order;Approves;Manager|Order;
Business participant;Reply On Loan;Reply on;"Business participant;Loan";Business participant Reply On Loan;;Business participant Reply On Loan;
Cab Driver;Pickup Customer;Pickup;"Cab Driver;Customer";Cab Driver Pickup Customer;;Cab Driver Pickup Customer;
Business participant;Send Registered Warning Letter;Send;"Business participant;Registered Warning Letter";Business participant Send Registered Warning Letter;Sends;Business participant|Warning Letter;
Support Department;Work Offline;Work;"Support Department;Offline";Support Department Work Offline;Works Offline;Support Department;
Organization;Initiate File;Initiate;"Organization;File";Organization Initiate File;Initiates;Organization|File;
Nobel Committee Medicine;Select Preliminary Candidates;Select;"Nobel Committee Medicine;Preliminary Candidates";Nobel Committee Medicine Select Preliminary Candidates;;;Nobel Committee Medicine Select Preliminary Candidates
Nobel Assembly;Announce Nobel Prize Laureates;Announce;"Nobel Assembly;Nobel Prize Laureates";Nobel Assembly Announce Nobel Prize Laureates;Announces;;Nobel Assembly|Nobel Prize Laureates
Pizza Customer;Eat the pizza;Eat;"Pizza Customer;pizza";Pizza Customer Eat the pizza;Eats;Pizza Customer|pizza;
Firm;Reject Application;Reject;"Firm;Application";Firm Reject Application;Rejects;Firm|Application;
Candidate;Review Offer;Review;"Candidate;Offer";Candidate Review Offer;;Candidate Review Offer;
Trouble Ticket System;Send Mail to Account Manager;Send;"Trouble Ticket System;Mail to Account Manager";Trouble Ticket System Send Mail to Account Manager;Sends;Trouble Ticket System|Mail to Account Manager;
Business participant;Receive Issue List;Receive;"Business participant;Issue List";Business participant Receive Issue List;Receives;Business participant|Issue List;
Warehouse Worker;Package goods;Package;"Warehouse Worker;Goods";Warehouse Worker Package goods;;Warehouse Worker Package goods;
Business participant;Process Payment;Process;"Business participant;Payment";Business participant Process Payment;;Business participant Process Payment;
No Magic;Register Participant;Register;"No Magic;Participant";No Magic Register Participant;;;Magic Register Participant
Hardware Retailer;Request quotes from carriers;Request;"Hardware Retailer;quotes from carriers";Hardware Retailer Request quotes from carriers;;Hardware Retailer Request|carriers;
1st Level Support Agent;Handle 1st level issue;Handle;"1st Level Support Agent;1st level issue";1st Level Support Agent Handle 1st level issue;Handles;1st Level Support Agent|1st level issue;
No Magic;Give talk;Give;"No Magic;talk";No Magic Give talk;Gives;talk;Magic
Online Shop;Suggest Change;Suggest;"Online Shop;Change";Online Shop Suggest Change;Suggests;Online Shop|Change;
Recruiter;Schedule Interview;Schedule;"Recruiter;Interview";Recruiter Schedule Interview;;Recruiter Schedule Interview;
Car House;Show Reservation;Show;"Car House;Reservation";Car House Show Reservation;;Car House Show Reservation;
pizza chef;Bake the pizza;Bake;"pizza chef;pizza";pizza chef Bake the pizza;Bakes;pizza chef|pizza;
Administrative Department;Bill;Bill;"Administrative Department;nan";Administrative Department Bill;;;Administrative Department Bill
Hardware Retailer;Fill a Post label;Fill;"Hardware Retailer;Post label";Hardware Retailer Fill a Post label;Fills;Hardware Retailer|Post label;
1st level support;Open Ticket;Open;"1st level support;ticket";1st level support Open Ticket;supports;1st level;Open Ticket
System Communication;Store in Marketing System Client 100;Store in;"System Communication;Marketing System Client 100";System Communication Store in Marketing System Client 100;;Marketing System Client 100;System Communication Store
Nobel Committee Medicine;Send Nomination Form;Send;"Nobel Committee Medicine;Nomination Form";Nobel Committee Medicine Send Nomination Form;Sends;Nomination Form;Nobel Committee Medicine
Business participant;Moderate Conference Call Discussion;Moderate;"Business participant;Conference Call Discussion";Business participant Moderate Conference Call Discussion;;Business participant;Moderate Conference Call Discussion
Technician;Work Offline;Work;"Technician;Offline";Technician Work Offline;Works Offline;Technician;
Hardware Retailer;Add paperwork;Add;"Hardware Retailer;paperwork";Hardware Retailer Add paperwork;Adds;Hardware Retailer|paperwork;
2nd level support;Edit 2nd level ticket;Edit;"2nd level support;Edit 2nd level ticket";2nd level support Edit 2nd level ticket;supports Edit;2nd level|2nd level ticket;
Marketing Manager;Collect Questionnaries;Collect;"Marketing Manager;Questionnaries";Marketing Manager Collect Questionnaries;Collects;Marketing Manager|Questionnaries;
Reader;Return Item;Return;"Reader;Item";Reader Return Item;;Reader Return Item;
Trouble Ticket System;Edit 2nd level ticket;Edit;"Trouble Ticket System;2nd Level Ticket";Trouble Ticket System Edit 2nd level ticket;Edits;Trouble Ticket System|2nd level ticket;
Marketing Manager;Make Internal Seminar Anoucement;Make;"Marketing Manager;Seminar";Marketing Manager Make Internal Seminar Anoucement;Makes;Marketing Manager|Internal Seminar Anoucement;
Business participant;Register Order in Manufacturing System;Register;"Business participant;Order in Manufacturing System";Business participant Register Order in Manufacturing System;Registers;Business participant|Order in Manufacturing System;
Aqua Distilled Water Company;Verify Customer Identity;Verify;"Aqua Distilled Water Company;Customer Identity";Aqua Distilled Water Company Verify Customer Identity;Verifies;Customer Identity;Aqua Distilled Water Company
2nd level support;Add to backlog;Add to;"2nd level support;backlog";2nd level support Add to backlog;Adds to;2nd level support|backlog;
Seminar Coordinator;Make Internal Seminar Anoucement;Make;"Seminar Coordinator;Seminar";Seminar Coordinator Make Internal Seminar Anoucement;Makes;Seminar Coordinator|Internal Seminar Anoucement;
Nobel Committee Medicine;Submit Report with Recommendations;Submit;"Nobel Committee Medicine;Report with Recommendations";Nobel Committee Medicine Submit Report with Recommendations;Submits;Report with Recommendations;Nobel Committee Medicine
Reservation;Submit Car Reservation;Submit;"Reservation;Car Reservation";Reservation Submit Car Reservation;Submits;Reservation|Car Reservation;
Nobel Committee Medicine;Send list of Selected Preliminary Candidates;Send;"Nobel Committee Medicine;list of Preliminary Candidates";Nobel Committee Medicine Send list of Selected Preliminary Candidates;Sends;list|Preliminary Candidates;Nobel Committee Medicine
2nd level support;edit 2nd level ticket;edit;"2nd level support;2nd level|ticket";2nd level support edit 2nd level ticket;edits;2nd level support|2nd level ticket;
Nominator;Identify Potential Nominee(s);Identify;"Nominator;Potential Nominee";Nominator Identify Potential Nominee(s);Identifies;Nominator|Potential Nominee;
Travel Agent;Get Alternative Time;Get;"Travel Agent;Alternative Time";Travel Agent Get Alternative Time;Gets;Travel Agent|Alternative Time;
Organization;Check Solvency;Check;"Organization;Solvency";Organization Check Solvency;;Organization Check Solvency;
Order Process;Enter Order;Enter;"Order Process;Order";Order Process Enter Order;Enters;Order Process|Order;
Employee;Update Vacation Request;Update;"Employee;Vacation Request";Employee Update Vacation Request;;Employee Update Vacation Request;
Organization;Bill;Bill;"Organization;nan";Organization Bill;;Organization Bill;
Trouble Ticket System;Insert issue into product backlog;Insert;"Trouble Ticket System;issue into product|backlog";Trouble Ticket System Insert issue into product backlog;Inserts issue into;Trouble Ticket System|product backlog;
Organization;Book Travel;Book;"Organization;Travel";Organization Book Travel;;Organization Book Travel;
Candidate;Fill out Employment Froms;Fill out;"Candidate;Employment Froms";Candidate Fill out Employment Froms;Fills out;Candidate|Employment;
Customer;Request Booking;Request;"Customer;Booking";Customer Request Booking;;Customer Request Booking;
Trouble Ticket System;edit 2nd level ticket;edit;"Trouble Ticket System;Edit 2nd level ticket";Trouble Ticket System edit 2nd level ticket;edits;Trouble Ticket System|2nd level ticket;
Business participant;Moderate E-mail Discussion;Moderate;"Business participant;E-mail Discussion";Business participant Moderate E-mail Discussion;;Business participant Moderate E|mail Discussion;
Developer;Notify administrator;Notify;"Developer;administrator";Developer Notify administrator;Notifies;Developer|administrator;
Trouble Ticket System;Send mail to account manager;Send;"Trouble Ticket System;Mail to Account Manager";Trouble Ticket System Send mail to account manager;Sends;Trouble Ticket System|mail to account manager;
Sales Department;Prepare contract;Prepare;"Sales Department;contract";Sales Department Prepare contract;Prepares;Sales Department|contract;
Seminar Speaker;Give talk;Give;"Seminar Speaker;talk";Seminar Speaker Give talk;Gives;Seminar Speaker|talk;
Aqua Distilled Water Company;Deliver Water;Deliver;"Aqua Distilled Water Company;Water";Aqua Distilled Water Company Deliver Water;Delivers;;Aqua Distilled Water Company|Water
Firm;Review Application;Review;"Firm;Application";Firm Review Application;;Firm Review Application;
Logistic Department Worker;Deliver Water;Deliver;"Logistic Department Worker;Water";Logistic Department Worker Deliver Water;Delivers;Water;Logistic Department Worker
No Magic;Arrange Facilities and Meals;Arrange;"No Magic;Facilities|Meals";No Magic Arrange Facilities and Meals;Arranges;Magic|Facilities|Meals;
Travel Agent;Check Availability;Check;"Travel Agent;Availability";Travel Agent Check Availability;;Travel Agent Check Availability;
Business participant;Reduce Number of Voting Members and Recalculate Votes;Reduce;"Business participant;Number of Voting Members|Recalculate Votes";Business participant Reduce Number of Voting Members and Recalculate Votes;Reduces|Recalculates;Business participant|Number of Voting Members|Votes;
Bank;Send quote;Send;"Bank;quote";Bank Send quote;Sends;Bank;
Administrator;Install new version;Install;"Administrator;new version";Administrator Install new version;Installs;Administrator|new version;
Clerk;Decide if normal post or special shipment;Decide;"Clerk;normal post|special shipment";Clerk Decide if normal post or special shipment;Decides if;Clerk|normal post|special shipment;
Nobel Committee Medicine;Determine Need for Expert Assistance;Determine;"Nobel Committee Medicine;Need for Expert Assistance";Nobel Committee Medicine Determine Need for Expert Assistance;Determines;Need;Nobel Committee Medicine|Expert Assistance
Seller;Consider the proposal;Consider;"Seller;proposal";Seller Consider the proposal;Considers;Seller|proposal;
No Magic;Send Invitations to Customers;Send;"No Magic;Invitations to Customers";No Magic Send Invitations to Customers;Sends;Magic|Invitations to Customers;
Sales Representative;Suggest Change;Suggest;"Sales Representative;Change";Sales Representative Suggest Change;Suggests;Sales Representative|Change;
Front Desk;Review & Escalate;Escalate;"Front Desk;Review";Front Desk Review & Escalate;Escalates;Front Desk Review;
Clerk;Check if extra insurance is necessary;Check;"Clerk;extra insurance";Clerk Check if extra insurance is necessary;Checks if;Clerk|extra insurance;
System Communication;Store in Statistical System;Store in;"System Communication;Statistical System";System Communication Store in Statistical System;;System Communication Store in Statistical System;
CRM;Get Client Information;Get;"CRM;Client Information";CRM Get Client Information;Gets;Client Information;CRM
Support Department;Receive Notification;Receive;"Support Department;Notification";Support Department Receive Notification;Receives;Notification;Support Department
Vacation Request Approval Process;Approve Vacation Request;Approve;"Vacation Request Approval Process;Vacation Request";Vacation Request Approval Process Approve Vacation Request;Requests|Approves;Vacation|Approval Process|Vacation Request;
Marketing Manager;Welcome Participants;Welcome;"Marketing Manager;Participants";Marketing Manager Welcome Participants;Welcomes;Marketing Manager|Participants;
